CustomerName,CustomerNumber,Inactive,Address1,Address2,Address3,City,State,Zip,Country,Phone,Email,Website,Division,TermsCode,PriceGroupCode,SalesAgentCode,TradeClass,TaxCode,Warehouse,BillingNumber,Currency,TaxExempt,PriceRemark,GeneralRemark,ShippingRemark,SpecialRemark1,SpecialRemark2,SpecialRemark3,SpecialRemark4,SpecialRemark5,SpecialRemark6,SpecialRemark7,SpecialRemark8,SpecialRemark9,SpecialRemark10,CreditOption,CreditLimit,CreateDate,UpdateDate,Truck,RemainingShelfLife,ShelfLifeUnit,ShelfLifeBasis,CustomFields
Altex Technologies Corporation,0011434,False,244 Sobrante Way,,,Sunnyvale,CA,94086,USA,(408) 328-8300,tahmina@altextech.com,www.altextech.com,1,AR03,C,0000,,100,,,,,,,,"UPS Acct. No. 12Y-924
FedEx Acct. No. 1280-7382-5

Email Tracking Number to Tahmina Iman at tahmina@altextech.com",,,"AMX
3782 099835 93006
Name: Nehdi Namazian
Exp: 01/2020
Pin: 3904
CC Billing Address: 244 Sombrante Way, Sunnyvale, CA  94086
            
UPS Acct. No. 12Y-924
FedEx Acct. No. 1280-7382-5

Email Tracking Number to Tahmina Iman at tahmina@altextech.com",,,,,,,,0.0,2024-01-10T15:58:30.273-05:00,2025-01-08T16:27:06.277-05:00,,,0,0,{}
Let It Snow Inc.,0011435,False,PO Box 53,,,Dubois,ID,83423,USA,(208) 374-5560,cowen@mudlake.net,,1,AR03,C,0000,,100,,,,,,,,"When shipping by UPS prepaid, charge an additional $5.00 for residential fee.  (11/2012) Di
---
Email invoice attention to Conni at:
cowen@mudlake.net",,,"When shipping by UPS prepaid, charge an additional $5.00 for residential fee.  (11/2012) Di
---
Email invoice attention to Conni at:
cowen@mudlake.net",,,,,,,,0.0,2024-01-10T15:58:31.003-05:00,2025-01-08T16:27:06.327-05:00,,,0,0,{}
Rau's Bugling Prairie,0011436,True,12021 315th Ave.,,,Java,SD,57452,USA,(605) 649-6358,alrobrau@sbtc.net,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:31.75-05:00,2024-01-10T15:58:31.75-05:00,,,0,0,{}
Multiexport USA Corp.,0011437,True,9380 SW 108 St. Miami,,,Miami,FL,33176,USA,(305) 596-1128,multiex@gate.net,,1,AR03,C,0000,,100,,,,,,,,UPS Account no. 410 129,,,UPS Account no. 410 129,,,,,,,,0.0,2024-01-10T15:58:32.423-05:00,2025-01-08T16:27:06.373-05:00,,,0,0,{}
"Bonham Farms, Inc",0011438,True,154 Mark Rd,,,Roswell,NM,88201,USA,(575) 622-4908,louettabonham@hotmail.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:33.173-05:00,2024-01-10T15:58:33.173-05:00,,,0,0,{}
Precision Energy & Technology,0011439,True,2000 Composite Drive,,,Dayton,OH,45420,USA,(937) 558-2708,kanakarajan.2@osu.edu,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:33.897-05:00,2024-01-10T15:58:33.897-05:00,,,0,0,{}
Western Fire Extinguisher,0011440,True,PO BOX 187,,,Idalou,TX,79329,USA,(806) 781-4241,sisktx@aol.com,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:27.83-05:00,2024-01-10T16:16:27.83-05:00,,,0,0,{}
Areva NC Inc.,0011441,True,Service R & D,Comurhex Pierrelatte BP29,26701 Pierrelatte Cedex,.,.,.,FRA,33475502705,laurent.moch.ext@areva.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:34.613-05:00,2024-01-10T15:58:34.613-05:00,,,0,0,{}
IBB Industries,0011442,True,250 Parkway Drive,Suite 150,,Lincolnshire,IL,60069,USA,(847) 897-1119,ibb.industries@gmail.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:35.42-05:00,2024-01-10T15:58:35.42-05:00,,,0,0,{}
"Comex Industries, Inc",0011443,True,10802 NW 51st Trail,,,Miami,FL,33178,USA,(305) 597-0524,v.colmenares@comexindustries.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:36.17-05:00,2024-01-10T15:58:36.17-05:00,,,0,0,{}
Shell Bellaire Tech Center,0011444,True,P.O. Box 481,,,Houston,TX,77001,USA,(713) 208-4790,Kim.Barton@shell.com,,1,AR00,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:28.59-05:00,2024-01-10T16:16:28.59-05:00,,,0,0,{}
Texas Tech University,0011445,True,Eng Center/ 9th and Canton,Rm/Building Engineering Center,Room 100G,Lubbock,TX,79409,USA,,patricia.simmons@ttu.edu,,1,AR30,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:36.963-05:00,2024-01-10T15:58:36.963-05:00,,,0,0,{}
"Bonsal American, Inc.",0011447,False,PO Box 2151,,,Hurst,TX,76053,USA,(817) 721-7362,pete.santos@oldcastle.com / james.yougblood@oldcas,,1,AR07,C,0000,,100,,,,,,,,,,,"6/19/12  Per George at 704-529-4215, 440942 will be paid tomorrow.           
11/8/13  James said to email wendy at wendy.chabarrata@oldcastle.com re 467232  
11/21/13  Sent email again to Wendy and James re 467232         
2/21/14  sent email to James re 467232.               
4/22/14  sent email again to Wendy & James re 467232           
4/22/14  Wendy emailed Vicki re payment status.                                                                                                    
Bonsal American, Inc is a Division of Oldcastle, Inc. 
(Formerly: Texas Industries, Inc.)
N.S 05/03/12",,,,,,,,10000.0,2024-01-10T15:58:37.75-05:00,2025-01-08T16:27:06.42-05:00,,,0,0,{}
Neyco SA,0011448,False,84 Rue De Levis,,,"Paris, 75017",.,.,FRA,33(0)140530753,martine.parot@neyco.fr,,1,AR07,C,0000,,100,,,,,,,,"FedEx Acct No.:  150607507

FedEx delivers door to door.",,,"FedEx Acct No.:  150607507

FedEx delivers door to door.",,,,,,,,0.0,2024-01-10T15:58:38.51-05:00,2025-01-08T16:27:06.467-05:00,,,0,0,{}
0011449,0011449,False,.,,,.,.,.,,,,,1,AR30,BOOK,00,,100,,,USD,,,,,,,,,,,,,,,,0.0,2025-02-06T14:42:21.37-05:00,2025-02-06T14:42:21.37-05:00,,,0,0,{}
Remington Technologies,0011450,True,8100 Arkins Court,,,Loveland,CO,80538,USA,(970) 278-1646,jtaylor@remingtontech.net,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:39.267-05:00,2024-01-10T15:58:39.267-05:00,,,0,0,{}
Import Now,0011451,True,Rua Bruno Ruggiero Filho,"1475 Sala 2, Jardim Santa",Felicia-Sao Carlos-SP,CEP 13562-420,.,.,BRZ,(551634127584,compras@importnow.com.br,,1,AR03,C,0000,,100,,,,,,,,"Please contact the following for forwarding instructions. Please verify

Argents Express Group
Cargo Agent: Thomas Marano
Phone: 516-239-2475
Fax: 516-239-4696
tmarano@argents.com
newyork@argents.com
www.argents.com

or
                              
agen",,,"Please contact the following for forwarding instructions. Please verify

Argents Express Group
Cargo Agent: Thomas Marano
Phone: 516-239-2475
Fax: 516-239-4696
tmarano@argents.com
newyork@argents.com
www.argents.com

or
                              
agent Rusty Ray
rray@argents.com
ph 281-214-0443
ph   843-817-7956",,,,,,,,0.0,2024-01-10T15:58:40.06-05:00,2025-01-08T16:27:06.513-05:00,,,0,0,{}
Diversified Polymers Inc.,0011452,True,1805 David Avenue,,,Wellford,SC,29305,USA,(864) 721-0003,darwinsimpson@charter.net,,1,AR03,C,0000,,100,,,,,,,,FedEx Acct No.:  278787443,,,FedEx Acct No.:  278787443,,,,,,,,0.0,2024-01-10T15:58:40.847-05:00,2025-01-08T16:27:06.56-05:00,,,0,0,{}
US Concrete Inc,0011453,True,755 Stockton Ave,,,Campbell,CA,95008,USA,(408) 404-2310,rhenkensiefken@us-concrete.com,,1,AR03,C,0000,,100,,,,,,,,Fedex # 114 182 605,,,Fedex # 114 182 605,,,,,,,,0.0,2024-01-10T15:58:41.62-05:00,2025-01-08T16:27:06.607-05:00,,,0,0,{}
"Multiprobe, Inc.",0011454,True,819 Reddick Street,,,Santa Barbara,CA,93103,USA,(805) 560-0404,james@multiprobe.com,,1,AR03,C,0000,,100,,,,,,,,UPS Acct. No.: XF1851,,,UPS Acct. No.: XF1851,,,,,,,,0.0,2024-01-10T15:58:42.403-05:00,2025-01-08T16:27:06.637-05:00,,,0,0,{}
A 2 Engineering Group,0011455,False,4813 Prien Bluff Road,,,Lake Charles,LA,70605,,(877) 243-9045,calvinbillings@suddenlink.net,,1,AR03,C,0000,,100,,,,,,,,"This address is a residential address.  See Diane before proceeding with an order.

13Jan10 Advised Calvin Billing we will not ship hazardous material to his residential address. 

***EVERY ORDER MUST BE FULLY VERIFIED DUE TO HAZARDOUS MATERIAL. PLEASE IN",,,"This address is a residential address.  See Diane before proceeding with an order.

13Jan10 Advised Calvin Billing we will not ship hazardous material to his residential address. 

***EVERY ORDER MUST BE FULLY VERIFIED DUE TO HAZARDOUS MATERIAL. PLEASE INVESTIGATE THE ADDRESS WE ARE SHIPPING TO**
ORDER  NEEDS TO BE APPROVED BY KELLY SELLERS**",,,,,,,,0.0,2024-01-10T15:47:19.52-05:00,2025-01-08T16:27:06.683-05:00,,,0,0,{}
Allied Services Int'l Inc.,0011456,True,8180 N.W. 36th St. Suite 100,,,Miami,FL,33166-6650,USA,(786) 347-6015,customerservices2@asi-trading.com,,1,AR03,C,0000,,100,,,,,,,,"Forwarder:
New Transport USA
10530 N.W. 37th Terrace
Miami, FL 33178
Tel: 305-592-8384
Fax: 305-592-8684
Attn: Ana Maria Chiang/ Pilar Hurtado
Email: anamariac@newtransport.net

Please email tracking number to:
m.villavicencio@asi-trading.com
customerserv",,,"Forwarder:
New Transport USA
10530 N.W. 37th Terrace
Miami, FL 33178
Tel: 305-592-8384
Fax: 305-592-8684
Attn: Ana Maria Chiang/ Pilar Hurtado
Email: anamariac@newtransport.net

Please email tracking number to:
m.villavicencio@asi-trading.com
customerservices2@asi-trading.com",,,,,,,,0.0,2024-01-10T15:58:43.157-05:00,2025-01-08T16:27:06.73-05:00,,,0,0,{}
Texas A&M University,0011457,True,Department of Engineering,MS3123 ENPH Building,,College Station,TX,77843,USA,(979) 845-9229,mlizcano@tamu.edu,,1,AR00,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:29.427-05:00,2024-01-10T16:16:29.427-05:00,,,0,0,{}
"KCM Energy, LLC",0011458,True,P.O. Box 50631,,,Colorado Springs,CO,80949-0631,USA,(719) 510-9420,pandllc@comcast.net,,1,AR03,C,0000,,100,,,,,,,,,,,"Need Kelly's approval before selling material to client.
Customers address is a residental address.",,,,,,,,0.0,2024-01-10T15:58:43.85-05:00,2025-01-08T16:27:06.777-05:00,,,0,0,{}
Environmental Engineering Inst,0011459,True,EPFL-ENAC-ISTE-LCE,CM 1 117,Station no. 2   CH-1015,Lausanne,.,.,SWI,41216938025,luisa.martine@epfl.ch,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:44.653-05:00,2024-01-10T15:58:44.653-05:00,,,0,0,{}
"CETC International Co., Ltd.",0011460,True,"10th floor Bldg A,China",foreign language Mansion No.89,"Xisanhuan N. Rd,Haidian Dist.",Beijing,.,100089,CHI,011-861-88825151,wangyu7575@yahoo.com,,1,AR07,C,0000,,100,,,,,,,,,,,TNT account # 68435,,,,,,,,0.0,2024-01-10T15:58:45.367-05:00,2025-01-08T16:27:06.827-05:00,,,0,0,{}
"Renu Labs, Inc.",0011461,False,"1836 Stout Dr., #5",,,Ivyland,PA,18974,USA,(215) 675-5227,renulabs@aol.com,,1,AR07,C,0000,,100,,,,,,,,"FedEx Acct. No. 2290-3213-5

FedEx Freight Acct No. 428161491",,,"2/14/11  Left message in general mailbox re 411440.       
2/17/11  Left message w/ operator, A/P in different location, they will call back.     
3/2/11   Betty (operator) will leave message again for A/P.  No other option.       
3/3/11  Greg Hansen (pres.) did not get messages, will overnight ck.  fax is 215-442-7548   1/8/13  Faxed 449753           
2/12/13  emailed 449753 to Colleen (A/P) at renulabs@aol.com.
                                                                                                                          
FedEx Acct. No. 2290-3213-5

FedEx Freight Acct No. 428161491",,,,,,,,0.0,2024-01-10T15:58:46.173-05:00,2025-01-08T16:27:06.873-05:00,,,0,0,{}
Applied Research Assoc. Inc.,0011462,True,Shock Physics Division,ATTN: Accounts Payable,Post Office Box 5388,Albuquerque,NM,87185,USA,(505) 843-6430,lcombswalker@ara.com,,1,AR10,C,0000,,100,,,,,,,,,,,"FEDEX Account# 087110133

Please only schedule deliveries between Monday and Thursday.",,,,,,,,5000.0,2024-01-10T15:58:46.923-05:00,2025-01-08T16:27:06.92-05:00,,,0,0,{}
Dr. Siegal's Direct Nutrition,0011463,True,12254 SW 131St Ave.,,,Miami,FL,33186-6482,USA,(305) 992-3661,drsiegal@drsiegal.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:47.693-05:00,2024-01-10T15:58:47.693-05:00,,,0,0,{}
Quali Tech Inc.,0011464,False,318 Lake Hazeltine Drive,,,Chaska,MN,55318,USA,(952) 448-5151,,,1,AR10,C,0000,,100,,,,,,,,Email Tracking Number to Barb Sinnwell at barbs@qualitechco.com,,,Email Tracking Number to Barb Sinnwell at barbs@qualitechco.com,,,,,,,,5000.0,2024-01-10T15:58:48.413-05:00,2025-01-08T16:27:06.967-05:00,,,0,0,{}
"Lab-Pro, Inc.",0011465,True,1290 Anvilwood Court,,,Sunnyvale,CA,94089,USA,(408) 745-0222,rbw@labproinc.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:49.187-05:00,2024-01-10T15:58:49.187-05:00,,,0,0,{}
"Lab Express, Inc.",0011466,True,10 A Madison Road,,,Fairfield,NJ,07004,USA,(973) 227-1700,randyb@labexpress.com,,1,AR03,C,0000,,100,,,,,,,,UPS Acct. No. 0E7 188,,,"AMX
3727 145831 84003
Name: David Mazarell / Lab Express Inc.
Exp: 07/2017
Pin: 9376
CC Billing Address: 10 A Madison Road, Fairfield,  NJ  07004
                                          
UPS Acct. No. 0E7 188",,,,,,,,0.0,2024-01-10T15:58:49.963-05:00,2025-01-08T16:27:07.013-05:00,,,0,0,{}
Hitachi,0011467,True,5100 Franklin Blvd,,,Pleasanton,CA,94588,USA,(925) 218-2800,jamil.clarke@hitachi-hta.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:50.71-05:00,2024-01-10T15:58:50.71-05:00,,,0,0,{}
Sinovac Technology Limited,0011468,True,Rm. 804 Sino Centre,582-592 Nathan Rd,,Kln.,.,.,HK,85223840332,info@sinovacuum.com,,1,AR07,C,0000,,100,,,,,,,,,,,UPS account# WW2213,,,,,,,,0.0,2024-01-10T15:58:51.443-05:00,2025-01-08T16:27:07.043-05:00,,,0,0,{}
Jetasonic Technologies Inc.,0011469,True,2075 Brigantine Drive,Suite 2,,Coquitlam,BC,V3K 7B8,CAN,(604) 526-9100,irina@jetasonic.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:52.23-05:00,2024-01-10T15:58:52.23-05:00,,,0,0,{}
Pall Corporation,0011470,False,Attn: Accts Payable,25 Harbor Park Drive,,Port Washington,NY,11050,USA,(607) 758-4617,valerie_frederick@pall.com,,1,AR30,C,0000,,100,,,,,,,,"UPS Acct. No. 126-852

Do not declare value on shipment

Include PO No., Date of Manufacture and Retest Date on all shipping documents and labels

All goods must state the manufacturer's country of origin on all documents including the bill of lading and",,,"8/21/17  emailed pw_ap@pall.com with inquiry why 8/9/18 was reversed.
VISA
4715 2911 0080 8750
Name: Valerie Frederick
Exp: 01/2017
Pin: 360
CC Billing Address: 2500 Harbor Park Drive, Port Washington,  NY  11050
                                             
UPS Acct. No. 126-852

Do not declare value on shipment

Include PO No., Date of Manufacture and Retest Date on all shipping documents and labels

All goods must state the manufacturer's country of origin on all documents including the bill of lading and commercial invoice.

Less than 150 lbs ship UPS Ground collect Acct. No. 126-852 for Pall Trinity Micro or UPS Acct. No. 993-W54 for Pall R&D Center - Please confirm with buyer
 
Required to ship palletized freight greater than 150 lbs via the Pall Routing Guide.  Request buyer to provide instructions via the PALL Routing Guide

Conway 315-437-4416  reference account #273755-Please confirm with buyer

Email Invoice to vendor_invoices@pall.com and Valerie Frederick at valerie_frederick@pall.com
                                                                 
Email tracking number to Peter Vercillo at peter_vercillo@pall.com, Jeanette Halsey-Bell at jeanette_halsey-bell@pall.com, Doreen Stillman at doreen_j._stillman@pall.com and Ron Griffith at ron_griffith@pall.com

SHIPPING FROM: AZ CA CO MT TX (Excludes Puerto Rico)
TO: PLANT# USP1 - PALL PTM 3643 State Route 281 CORTLAND< NY 13045
SHIPPING INSTRUCTIONS: 
Parcel - Lose Cartons - 1 to 250 lbs Ship via UPS Ground Acct. No. 126-852
Consolidate or bundle loose cartons up to 70 lbs shipping on the same day, to the same destination with the same service level.
LTL - Palletized Freight - 251 to 19,999 lbs or 10 Pallets Ship via UPS Freight 800-742-5877
Mark the Bill of Lading with the following:
1. Freight Collect
2. THIRD PARTY BILLING: 
    Pall Trinity Micro - PAL07 c/o Data2Logistics
    PO Box 61050
    Fort Myers, FL  33906
   Attn: Rebecca Perry
3. Pall PO Number

Any questions regarding routing instructions (expedited air freight, oversized, project moves, etc.) please email Logistics@pall.com

Suppliers not following these instructions will be charged back all transportation and accessorial costs as penalty for non-compliance.",,,,,,,,4000.0,2024-01-10T15:58:52.973-05:00,2025-01-14T17:24:35.227-05:00,,,0,0,{}
Kemet Electronics (Suzhou) Co.,0011472,False,No. 99 Yangpu Road,Suzhou Industrial Park,"Suzhou, Jiangsu",.,.,215024,CHI,86-512-6283-3668,marymei@kemet.com,,1,AR07,C,0000,,100,,,,,,,,,,,"2/22/10  Sent email to Mary Mei re 387416.
3/5/10  Sent email to Mary Mei re 387416.   
3/8/10  Mary said to send invoice to Greenville for payment.  Sent to Janie Coates.    
9/26/11  Sent email to Janie re China inv B-420185.           
10/31/11  Sent email to Margaret Wang re 420185.       
11/29/11  Sent email to Margaret Wang re 420185.   Janie requested invoice copy.    
12/14/11  Sent wire instructions to Henry per his request.",,,,,,,,0.0,2024-01-10T15:58:53.717-05:00,2025-01-08T16:27:07.14-05:00,,,0,0,{}
"Santa Cruz Biotechnology, Inc.",0011473,False,2145 Delaware Ave,Attn: Catarino Valdez,,Santa Cruz,CA,95060,USA,(800) 457-3801,stangera@scbt.com,,1,AR10,C,0000,,100,,,,,,,,"FedEx Acct. No. 1520-5025-9    
               
Email tracking number to Micaela Garcia at garciam@scbt.com

Sales tax should be added if shipping into Texas",,,"9/12/13  Sent email to accounts.payable@scbt.com re balance of 459103.                              
C/A's not required per Laura Hansen - 10/2012     
FedEx Acct. No. 1520-5025-9    
               
Email tracking number to Micaela Garcia at garciam@scbt.com

Sales tax should be added if shipping into Texas",,,,,,,,0.0,2024-01-10T15:58:54.553-05:00,2025-01-08T16:27:07.183-05:00,,,0,0,{}
Chemcoa,0011474,True,8951 Freeland Avenue,,,Detroit,MI,48228,USA,(313) 272-4310,lventi@chemcoa.com,,1,AR10,C,0000,,100,,,,,,,,,,,UPS Account # 78980W,,,,,,,,1000.0,2024-01-10T15:58:55.333-05:00,2025-01-08T16:27:07.247-05:00,,,0,0,{}
"Deepwater Chemicals, Inc.",0011475,True,1210 Airpark Road,,,Woodward,OK,73801,USA,(580) 256-0500,gbgartell@deepwaterchemicals.com,,1,AR10,C,0000,,100,,,,,,,,UPS Acct No.:  788 W31,,,UPS Acct No.:  788 W31,,,,,,,,0.0,2024-01-10T15:58:56.107-05:00,2025-01-08T16:27:07.277-05:00,,,0,0,{}
Texas AgriLife Research,0011477,True,2415 E Hwy 83,,,Weslaco,TX,78596,USA,(956) 968-5585,uh-jacques@tamu.edu,,1,AR03,C,0000,,101,,,,,,,,,,,Fedex Account No. 1042-4632-0,,,,,,,,0.0,2024-01-10T16:16:30.237-05:00,2025-01-08T16:27:07.327-05:00,,,0,0,{}
HEC LLC,0011478,True,3150 Pike Street,,,Harrisburg,PA,17111,USA,(717) 951-5457,CLEFFLER@VERIZON.NET,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:56.86-05:00,2024-01-10T15:58:56.86-05:00,,,0,0,{}
Swerea IVF AB,0011479,True,Argongatan 30,SE-431 53 Molndal,,.,.,.,SWE,,ola.lyckfeldt@swerea.se,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:57.657-05:00,2024-01-10T15:58:57.657-05:00,,,0,0,{}
Navasota Industrial Supply Ltd,0011480,True,P.O. Box 1487,,,Navasota,TX,77868,USA,,jeffrey.noto@robn.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:58.397-05:00,2024-01-10T15:58:58.397-05:00,,,0,0,{}
Magnablend,0011481,True,326 North Grand Ave,,,Waxahachie,TX,75165,USA,(972) 938-2028,trudy.boudreaux@magnablend.com,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:31.06-05:00,2024-01-10T16:16:31.06-05:00,,,0,0,{}
Team 2000,0011483,True,8760 A Research Blvd,Suite 418,,Austin,TX,78758,USA,(512) 560-8326,rai_chowdhary@yahoo.com,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:31.85-05:00,2024-01-10T16:16:31.85-05:00,,,0,0,{}
"Corsicana Technologies, Inc.",0011484,True,2733 E Hwy 31,,,Corsicana,TX,75110,USA,,hugh.coker@corsicanatech.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:59.14-05:00,2024-01-10T15:58:59.14-05:00,,,0,0,{}
Sigma Technologies,0011485,True,10960 N Stallard Pl,,,Tucson,AZ,85737,USA,,ashyializis@sigmalabs.com,,1,AR03,C,0000,,100,,,,,,,,UPS # 865 E95,,,UPS # 865 E95,,,,,,,,0.0,2024-01-10T15:58:59.833-05:00,2025-01-08T16:27:07.357-05:00,,,0,0,{}
Richmond Cosmetic,0011486,True,575 Sierra Madre Blvd,,,San Marino,CA,91108,USA,(626) 297-6622,lianne888@yahoo.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:59:00.513-05:00,2024-01-10T15:59:00.513-05:00,,,0,0,{}
"BorgWarner Pyongtaek, LLC",0011487,False,"893-1 Eoyeon-ri, Eoyeon-Hansan","Pyeongtaek-si, Gyeonggi",11792,.,.,.,KOR,,yjryu@borgwarner.com,,1,AR60,C,0000,,100,,,,,,,,"SALES: ALLOW 3-5 DAYS FOR PACKAGING

MUST BE PACKED IN A LOW HUMIDITY ENVIRONMENT.

Pack under Nitrogen and place black electrical tape around the cap/lid.

Package as 10 or 12 x 1.5 lb bottles per case. (Need to ask John each time.  Will depend on the dr",,,"3/18/10  Samantha previously sent wire instructions.  Today customer says wire attempted
                unsuccessful.  Sent revised wire instructions.             
8/11/10  Sent email to SW Kim re 398680, including wire instructions  
8/31/10  Sent email to SW Kim re 398680.                  
9/16/10  Sent pmt reminder to MJ after he was looking into wire problems.   
5/18/12  Sent email to SW Kim re 436443.            
6/7/12  Sent email again to Kim & MJ Park re 436443.                
10/30/12  Sent email to Kim re 445639.              
8/7/13  Sent email to SW Kim re 457387      
9/12/13  Sent email again to Kim re 457387     
8/6/19 Invoice not yet due but I contacted AP person.
8/14/19 confirmed the po as 60 days net and the invoice is now past due.
SALES: ALLOW 3-5 DAYS FOR PACKAGING

MUST BE PACKED IN A LOW HUMIDITY ENVIRONMENT.

Pack under Nitrogen and place black electrical tape around the cap/lid.

Package as 10 or 12 x 1.5 lb bottles per case. (Need to ask John each time.  Will depend on the drum available)

PO No. must be on all labels and shipping documents.  

Contact Austin with UPS Supply Chain Solutions(air freight)  at (512)989-0245.

HS (HTS) code (2827.39-9000), country of origin, part number, description, delivery terms, unit price, currency and case mark(BorgWarner Morse Systems Korea and PO No. should be described on invoice.

Email invoice, packing list and airbill as soon as this is shipped to Seong-Woo Kim at swkim@borgwarner.com and Yong-Jun Ryu at yjryu@borgwarner.com and HJ Kang at hjkang@borgwarner.com

Operations to complete Korea Certificate of Origin                        

Ensure a Certificate of Origin has been generated for the shipment for the year.  Email Certificate of Origin to Yong-Jun Ryu at yjryu@borgwarner.com and cc:Seong-Woo Kim at swkim@borgwarner.com   

Include the following wire transfer payment instructions on both copies of the invoice:

Wells Fargo NA
San Francisco, CA
SWIFT: WFBIUS6S
Beneficiary: Broadway National Bank, Acct No. 114021933, for further credit to
Noah Technologies Corporation, Acct No. 0917253   

Please include Wire Transfer instructions on invoice 

For orders shipping to Korea use Kuehne-Nagel export (sea freight) services:

Kuehne & Nagel
Ocean Export Team 
4985 Outland Center Drive
Ste 101
Memphis, TN 38118
Email: memes@kuehne-nagel.com
Tel: (901)542-4692
Fax: (901)365-7091",,,,,,,,0.0,2024-01-10T15:59:01.23-05:00,2025-01-08T16:27:07.403-05:00,,,0,0,{}
